,Label
"દ્વારકા દેવસ્થાન સમિતિના વાઇસ ચેરમેન, ગુજરાત ક્રિકેટ એસોસિએશનના વાઇસ પ્રેસિડેન્ટ શ્રી @DHanrajNatHwani ને જન્મદિવસની હાર્દિક શુભકામનાઓ. ભગવાન દ્વારકાધીશ આપને ઉત્તમ સ્વાસ્થ્ય અને દીર્ઘાયુ પ્રદાન કરે.",Non-hostile
"કોલીયાદ પ્રીમિયમ લીગની ક્રિકેટ ટુર્નામેન્ટની ફાઇનલ મેચ કિમ અને જંબુસર વચ્ચે યોજાઈ.
જેમાં વિજેતા ટીમને ઈનામ વિતરણ કર્યું.
સાથે જિલ્લા પંચાયત પ્રમૂખશ્રી અશોક પટેલ,જિલ્લા પંચાયત સભ્યશ્રી જીજ્ઞેશ વસાવા,તાલુકા પંચાયત સભ્યશ્રીઓ,નગરપાલિકાના પૂર્વ પ્રમુખશ્રી ભરતસિંહ અટાલીયા અને ભાજપના Https://t.co/Cq3HD2NepV",Non-hostile
"▶️જસ્ટીન લેંગરે ઓસ્ટ્રેલિયા મેન્સ ક્રિકેટ ટીમના હેડ કોચ પદેથી આપ્યું રાજીનામું

@JustinLanger @CricketAus #AustralianteamcoacH Https://t.co/73fTPE2ZcC",Non-hostile
"ગુજરાતનું ગૌરવ એવા યુવા અગ્રણી, દ્વારકા દેવ સ્થાન સમિતિનાં વાઇસ ચેરમેન, ગુજરાત ક્રિકેટ એસોસિયેશનના વાઇસ પ્રેસિડેન્ટ, પ્રકૃતિ પ્રેમી એવા @DHanrajNatHwani જી ને જન્મદિવસની ખુબ ખુબ શુભકામનાઓ.

ભગવાન સોમનાથ દાદા આપને હંમેશા સ્વસ્થ આયુષ્ય અર્પે એ જ પ્રાર્થના. @GujCricketAsso Https://t.co/QgF4f7LkN9",Non-hostile
"➡️ICC અંડર-19 ક્રિકેટ વર્લ્ડ કપની ફાઈનલ મેચ આજે ભારત અને ઈંગ્લેન્ડ વચ્ચે રમાશે

➡️આ મેચ વેસ્ટ ઈન્ડિઝના નોર્થ સાઉન્ડના સર વિવિયન રિચર્ડ્સ સ્ટેડિયમમાં સાંજે 6:30 વાગ્યાથી રમાશે

➡️ભારતીય ટીમ સતત ચોથી વખત ટૂર્નામેન્ટની ફાઇનલમાં પહોંચી છે

#ICC #Under19 #Cricket #WorldCup2022 #U19CWC Https://t.co/W0WYo3654B",Non-hostile
"॥जिवेत शरद: शतम् ॥
દ્વારકા દેવસ્થાન સમિતિના વાઇસ ચેરમેન, ગુજરાત ક્રિકેટ એસોસિએશનના વાઇસ પ્રેસિડેન્ટ શ્રી @DHanrajNatHwani ને જન્મદિવસની હાર્દિક શુભકામનાઓ. ભગવાન દ્વારકાધીશ આપને ઉત્તમ સ્વાસ્થ્ય અને દીર્ઘાયુ પ્રદાન કરે.💐 Https://t.co/ixB8xKfayQ",Non-hostile
ભારતે 19 વર્ષથી ઓછા વયના ખેલાડીઓ માટેની વિશ્વકપ ક્રિકેટ સ્પર્ધાની ફાઈનલમાં પ્રવેશ કર્યો Https://t.co/ifKLZWIBGA Https://t.co/RIM9wSfJTz,Non-hostile
"24 વર્ષ બાદ ઓસ્ટ્રેલિયાની ક્રિકેટ ટીમ પાકિસ્તાનના પ્રવાસે જશે
#AustraliaTour #Pakistan
Https://t.co/1XeaTOr2Uq",Non-hostile
ગુજરાતી છાપાંઓ માટે Sport એટલે માત્ર ક્રિકેટ અને વિદેશી ફૂટબૉલ કે જેની ગુજરાતના 1% લોકોને પણ કઈ પડી નથી... Https://t.co/zCTW2StnNs,Non-hostile
"U-19 ક્રિકેટ WCની ફાઈનલમાં ટીમ ઈન્ડિયા : જૂનિયર ટીમ સતત ચોથી વખત ફાઈનલમાં, સેમીમાં ઓસ્ટ્રેલિયાને હરાવ્યું; 5 ફેબ્રુઆરીએ ઈંગ્લેન્ડ વિરુદ્ધ ફાઈનલ
#TeamIndia | #Under19WorldCup2022 | #India 
Https://t.co/HCom4CHostileT8g",Non-hostile
"ભારતીય ક્રિકેટ બોર્ડના અધ્યક્ષ સૌરવ ગાંગુલીએ કહ્યુ છે કે, આઈપીએલ 2022ની લીગ મેચો મહારાષ્ટ્રમાં રમાશે તેમજ અમદાવાદના નરેન્દ્ર મોદી સ્ટેડિયમમાં પ્લેઓફ મેચો રમાડવામાં આવે તેવી શક્યતા છે. 
#cricket #IPL #GSTVNEWS #maHarasHtra #AHmedabad Https://t.co/5CvexuLodY",Non-hostile
ICC U-19 ક્રિકેટ વર્લ્ડ કપની ફાઇનલમાં આવતીકાલે ચાર વખતના ચેમ્પિયન ભારતનો મુકાબલો ઇંગ્લેન્ડ સામે થશે Https://t.co/Y6wV0p93Xd Https://t.co/tSE47RCPIS,Non-hostile
"કેશોદ વિધાનસભા વિસ્તાર ના કાલેજગામે ગૌશાળા લાભાર્થે ડે ક્રિકેટ ટુર્નામેંટ માં આજુબાજુના વિસ્તારની 118ટીમ એ ભાગ લીધેલ જેમાં વિજેતા,રનર્સઅપ અને આયોજકો ને પ્રગતિબેન આહિર દ્વારા સ્વ. ભીમભાઈ નંદાણીયા એજ્યુકેશન એન્ડ ચેરીટેબલ ટ્રસ્ટ દ્વારા ટ્રોફી આપી યુવાનો ને પ્રોત્સાહિત કરવામાં આવ્યા. Https://t.co/Ud2Xpcneoj",Non-hostile
ભારત અને વેસ્ટઈંન્ડિઝ વચ્ચેની એક દિવસીય ક્રિકેટ શ્રૃંખલા છઠ્ઠી તારીખ રવિવારથી મોટેરાનાં નરેન્દ્ર મોદી સ્ટેડિમયમાં શરૂ થશે Https://t.co/JzNFuglR6z,Non-hostile
ભારત અને વેસ્ટઈંન્ડિઝ વચ્ચેની એક દિવસીય ક્રિકેટ શ્રૃંખલા છઠ્ઠી તારીખ રવિવારથી મોટેરાનાં નરેન્દ્ર મોદી સ્ટેડિમયમાં શરૂ થશે Https://t.co/TRLL35xLzw Https://t.co/g1N94w62ZU,Non-hostile
"ICC Women World Cup: શું ભારતીય મહિલા ક્રિકેટ ટીમ રચશે ઇતિહાસ, ગાંગુલીએ ટીમને આપ્યો ખાસ સંદેશો

#ICC #ICCWomensWorldCup #MitHaliRaj #SouravGanguly

@SGanguly99 @cricketworldcup @M_Raj03

Https://t.co/owGDaWGCfp",Non-hostile
"U-19 ક્રિકેટ WCની ફાઈનલમાં ટીમ ઈન્ડિયા : જૂનિયર ટીમ સતત ચોથી વખત ફાઈનલમાં, સેમીમાં ઓસ્ટ્રેલિયાને હરાવ્યું; 5 ફેબ્રુઆરીએ ઈંગ્લેન્ડ વિરુદ્ધ ફાઈનલ
#TeamIndia | #Under19WorldCup2022 | #India 
Https://t.co/8sDa0Ooeb9",Non-hostile
@Vivekdoza @kumarmanisH9 @MpKHunt @devalp @LangaMaHesH @dave_janak @Hdraval93 આ સનસનાટીયાઓ એ થોડા સમય પહેલા કચ્છનાં બે કિશોરને પાકિસ્તાનની ઇન્ટેલિજન્સ એજન્સી ISIનાં એજન્ટ બનાવી દીધા હતા. બંને કિશોર હાલ તેમના ગામમાં ક્રિકેટ રમે છે...,Non-hostile
"@AmitPM19 ટ્વીટર હવે જુદા વિભાગોમાં વહેચાવી જોઈએ, હ્રુદયભંગ, છુટાછેડાના રસ્તે, જીવનસાથીની બુરાઈ, લગ્નમાં વિધ્ન, રાજકારણ, ક્રિકેટ, સિનેમા, ટીવી સીરીયલ, પોતે શું જમવાના છે, સવારની ચા, પોતે‌ શુ‌ પહેરવાનાં છે, વીસ વર્ષ‌ પહેલા અને‌ આજના થોબડાના ફોટો, પોતાના કબ",Non-hostile
"વિરાટ કોહલીની હરોળમાં આવી ગયો હાલની અન્ડર-19 ટીમનો કેપ્ટન યશ ઢુલ. ગઈ કાલે અન્ડર-19 વર્લ્ડ કપમાં ઓસ્ટ્રેલિયા સામેની મેચમાં એણે 110 રન કર્યા હતા.
Https://t.co/QlQdW3ydKk
#U19CWC #U19CWC2022 #INDU19vsAUSU19 #YasHDHull #યશઢુલ #Cricket #ક્રિકેટ #કેપ્ટન #અન્ડર19 #વર્લ્ડકપ @BCCI Https://t.co/ZtESI8dPRi",Non-hostile
86 વર્ષથી વધુનો ઇતિહાસ ધરાવતું અમદાવાદનું ગુજરાત કોલેજ ક્રિકેટ ગ્રાઉન્ડ રણજી ટ્રોફી-2022ની કેટલીક મેચની યજમાની કરશે... Https://t.co/59GYkUf5EU,Non-hostile
"ભારતીય ક્રિકેટ ટીમે વેસ્ટઈન્ડિઝ સામેની ODI શ્રેણી માટે અમદાવાદમાં પ્રેક્ટિસ શરૂ કરી 

#INDvWI Https://t.co/VTwPiz99SU",Non-hostile
ક્રિકેટ ક્ષેત્રે ભાવનગરની પ્રગતિ: ભારતીય ક્રિકેટના નકશામાં સતત છવાઈ રહ્યું છે ભાવનગરનું નામ Https://t.co/HQyIrbYv6G,Non-hostile
"ક્રિકેટ : ભારત અને શ્રીલંકાની વચ્ચે રમાશે પિંક બોલ ટેસ્ટ મેચ

#sports",Non-hostile
"ક્રિકેટ/ કે.એલ. રાહુલ પહેલી વન-ડે માં જોવા નહી મળે, મેચ ન રમવા પાછળ જવાબદાર છે સૌથી મોટું કારણ - GSTV
Https://t.co/i1QU6wpyVP",Non-hostile
@PopulardrisHti 🤔અમુક પરિબળો ને ધ્યાન માં રાખી વિચારી ને જવાબ આપવા નુ થતુ એટલે પુછનાર મહેમાન અને સમય પ્રમાણે જવાબ બદલાઇ જતો😅 (જેમ કે પપ્પા ને સાઇકલ માટે મનાવવા હોય અને મમ્મી ને ક્રિકેટ બેટ માટે),Non-hostile
